-8.12542826001608	-983.4839129754307
-40.02890936156084	-892.5406519488276
-67.99879444416796	-777.5466662462693
-91.47809015160857	-680.1031959558766
-120.9658816981066	-575.8901479975473
-149.4476253878098	-459.8942061050913
-170.0040532947328	-368.2322596768619
-202.49866006721942	-264.02919660886636
-230.83105807493484	-157.23595452678651
-249.57347890793693	-51.65073422386019
-273.98527502187216	52.427608657683
-278.568034211964	158.3279811153023
-297.5160769149828	266.3769592877036
-328.21887662834865	367.6207698503269
-341.90105381690756	483.97020943402356
-343.6893530233803	583.4003522756711
-356.9159734651238	690.8501654402736
-377.86327328839957	783.1307755133216
-386.4647252239683	891.1493542210316
-391.5661839451961	1002.9866623039111
-404.79895487455394	1104.6027095967834
-417.9185657401037	1216.7100446059237
-424.5969176952925	1317.19499969564
-433.0479602250653	1422.773448442782
-436.7660910598081	1523.4417719655783
-435.2482948529057	1642.1222733517257
-442.00487840930066	1738.786486009062
-440.22788716401396	1850.3554499226968
-455.0009649132844	1946.127256416927
-451.32750540927697	2058.21486223476
-442.10911746796353	2164.2162997707533
-444.8578846560773	2254.8818697561514
-439.91117467715327	2371.939429382566
-443.37374370135745	2476.4742110910156
-435.74443168161656	2574.2755544459706
-433.90381369125436	2684.1286405522505
-427.42363569260016	2779.185843784302
-404.79395390640747	2893.87491449921
-396.34924168395827	2993.613873537307
-395.0732359539782	3102.79209905333
-382.1748813402668	3214.2167495399294
-368.022950503889	3318.520343224968
-358.3264919486406	3421.8852390051634
-342.348390609393	3516.7402670993356
-328.2827318459478	3622.5729363893797
-300.795679824005	3741.377434444622
-281.020675701877	3830.116086456931
-262.843291740004	3943.0779833767874
-252.91722551468445	4055.84303687449
-224.644968588476	4143.562662669433
-206.94896620040993	4263.096701995287
-181.3938123500631	4358.517338648829
-146.42164725219865	4469.232663810158
-129.35791923485345	4577.222160155897
-102.86061052358357	4681.022103841879
-64.99157991971033	4784.681090783229
-44.849757057712466	4880.000335279846
-16.33845438816342	4989.029303197077
